name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,,lgbt_12,year_lgbt_12,Count_universe_12,,lgbt,year_lgbt,Count_universe,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Asano Kimura (Earth-616),9027,,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Sep-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashake (Mero\u00eb) (Earth-616),9028,No Dual Identity,Good Characters,Blue Eyes,,Female Characters,,Living Characters,2,Jun-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Eagle (Earth-616),9029,No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalia (Earth-616),9030,Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,2,Feb-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Shomron (Earth-616),9031,,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,Sep-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulb (Earth-616),9032,,,,Black Hair,Male Characters,,Living Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ereshkigal (Goddess) (Earth-616),9033,,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,Oct-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fear (Dark Man) (Earth-616),9034,Secret Identity,Bad Characters,Purple Eyes,Black Hair,Male Characters,,Living Characters,2,Sep-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiona McMurdo (Earth-616),9035,,,,Blond Hair,Female Characters,,Living Characters,2,Jan-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Freakmaster (Earth-616),9036,Secret Identity,,,Blond Hair,Male Characters,,Living Characters,2,Jul-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glytra (Earth-616),9037,Public Identity,,,No Hair,Female Characters,,Living Characters,2,Mar-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Fate (Earth-616),9038,Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Feb-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Melvin (Earth-616),9039,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Ching-Lin (Earth-616),9040,,Good Characters,,,Male Characters,,Living Characters,2,Aug-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nose Norton (Earth-616),9041,Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,2,Oct-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Phraug (Earth-616),9042,Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Royton (Earth-616),9043,Public Identity,,,Bald,Male Characters,,Living Characters,2,Dec-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Samhain (Earth-616),9044,,Bad Characters,Yellow Eyes,White Hair,Male Characters,,Living Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tethra (Earth-616),9045,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Zebulon Guthrie (Earth-616),9046,Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Nov-82,1982,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnold Donovan (Earth-616),9047,Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Sep-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryn Wise (Earth-616),9048,,,,,Female Characters,,Living Characters,2,Apr-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadshot Darrance (Earth-616),9049,Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2,Nov-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja-Quari (Earth-616),9050,Secret Identity,,,,Undefined Characters,,Living Characters,2,May-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Karant Kiar (Earth-616),9051,No Dual Identity,,,,Male Characters,,Living Characters,2,Dec-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Korath (Inhuman) (Earth-616),9052,No Dual Identity,,,,Male Characters,,Deceased Characters,2,May-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayor Byrne (Earth-616),9053,,,,Brown Hair,Female Characters,,Living Characters,2,Apr-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ootah (Earth-616),9054,,,,,Undefined Characters,,Deceased Characters,2,Mar-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Retread (Earth-616),9055,,,,Brown Hair,Male Characters,,Living Characters,2,Jul-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuyler Belial (Earth-616),9056,,Bad Characters,,,Male Characters,,Living Characters,2,Mar-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheila Danning (Earth-616),9057,,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Aug-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
William Boylan (Earth-616),9058,,,,Black Hair,Male Characters,,Living Characters,2,Apr-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Xxan Xxar (Earth-616),9059,,,,No Hair,Male Characters,,Living Characters,2,Dec-83,1983,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aelfyre Whitemane (Earth-616),9060,Secret Identity,Good Characters,Pink Eyes,White Hair,Male Characters,,Deceased Characters,2,Aug-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Sloan (Earth-616),9061,Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,2,Aug-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bragi (Earth-616),9062,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Byrel Whitemane (Earth-616),9063,Public Identity,Good Characters,Pink Eyes,Black Hair,Male Characters,,Living Characters,2,Nov-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charasulla (Earth-616),9064,,Bad Characters,,,Undefined Characters,,Living Characters,2,Nov-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Belmonde (Earth-616),9065,Public Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Feb-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Spector (Earth-616),9066,No Dual Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,2,May-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Garwood (Earth-616),9067,Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Jun-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Giles Peacock (Earth-616),9068,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,2,Oct-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Johns (Earth-616),9069,Public Identity,,Green Eyes,Black Hair,Male Characters,,Living Characters,2,Sep-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo (Morlock) (Earth-616),9070,Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,2,Mar-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Drake (Earth-616),9071,Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Dec-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen Lee (Ross) (Earth-616),9072,No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,2,Jan-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwan Tai-Fung (Earth-616),9073,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Jul-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Drake (Earth-616),9074,Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Dec-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Slade III (Earth-616),9075,Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Sep-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Cutlass (Earth-616),9076,,,,,Male Characters,,Living Characters,2,Jul-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Otny (Earth-616),9077,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Dec-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Ratchit (Earth-616),9078,Public Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Dec-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Senator Phillip (Earth-616),9079,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,2,May-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius (dog) (Earth-616),9080,Public Identity,Bad Characters,,Green Hair,Male Characters,,Deceased Characters,2,Apr-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyler Wolf (Earth-616),9081,Secret Identity,,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2,Sep-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Kommando (Earth-616),9082,Secret Identity,,,,Undefined Characters,,Living Characters,2,Sep-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Anders (Earth-616),9083,Public Identity,Neutral Characters,,,Male Characters,,Living Characters,2,May-84,1984,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Spencer (Earth-616),9084,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,LGBT_DC,1995,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Angerboda (Earth-616),9085,,,,Blond Hair,Female Characters,,Deceased Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane (Galadorian) (Earth-616),9086,No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Basil Thorpe (Earth-616),9087,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Nov-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyd Wilson (Earth-616),9088,Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carla Ballinger (Earth-616),9089,Secret Identity,,,Red Hair,Female Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Celia DeWolff Weatherby (Earth-616),9090,Public Identity,Good Characters,Violet Eyes,Brown Hair,Female Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chakar (Earth-616),9091,Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Carcrash (Earth-616),9092,,Bad Characters,,Green Hair,Male Characters,,Living Characters,2,May-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakari (Earth-616),9093,Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward Gardner (Earth-616),9094,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elsie Gertz (Earth-616),9095,,Good Characters,,,Female Characters,,Living Characters,2,Aug-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Hopkins (Earth-616),9096,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Nov-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Jablonski (Earth-616),9097,Public Identity,,Blue Eyes,Red Hair,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorth (Earth-616),9098,Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2,Sep-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar (Earth-616),9099,,Good Characters,,Light Brown Hair,Male Characters,,Living Characters,2,Jan-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hogan adopted daughter (Earth-616),9100,No Dual Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hogan adopted son (Earth-616),9101,No Dual Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Horace Rosenthal (Earth-616),9102,Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Moreau (Earth-616),9103,Secret Identity,,,,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne Chretien (Earth-616),9104,Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinx (Theodore) (Earth-616),9105,,,,,Male Characters,,Living Characters,2,Nov-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Carson (Earth-616),9106,,Bad Characters,,,Male Characters,,Deceased Characters,2,Jan-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Leif (Asgardian) (Earth-616),9107,,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,Feb-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexi (Earth-616),9108,Secret Identity,,,No Hair,Male Characters,,Living Characters,2,Aug-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Spencer (Earth-616),9109,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludlow Grimes (Earth-616),9110,Public Identity,,,Blond Hair,Male Characters,,Living Characters,2,Nov-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mordonna (Earth-616),9111,,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Rodriquez (Earth-616),9112,Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Domenic (Earth-616),9113,Secret Identity,,,,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Descard (Earth-616),9114,Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranar (Earth-616),9115,Public Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,2,Nov-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Arnold (Earth-616),9116,No Dual Identity,,Green Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Spencer (Earth-616),9117,Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2,Oct-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Ross (Earth-616),9118,Secret Identity,,,Bald,Male Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelshot (Earth-616),9119,Public Identity,Bad Characters,,,Undefined Characters,,Living Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Hanson (Earth-616),9120,Public Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,2,Dec-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Winslow Smith (Earth-616),9121,,Neutral Characters,,Bald,Male Characters,,Living Characters,2,Nov-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zebediah Stane (Earth-616),9122,Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Sep-85,1985,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterius (Earth-616),9123,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Feb-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Crossman (Earth-616),9124,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,May-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christina Natchios (Earth-616),9125,,,,,Female Characters,,Living Characters,2,Aug-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concussion (Earth-616),9126,Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Oct-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Thompson (Earth-616),9127,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawn Middlebury (Earth-616),9128,,Bad Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,2,Mar-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Deb Lowry (Earth-616),9129,,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2,Mar-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewlap (Earth-616),9130,,Good Characters,,No Hair,Undefined Characters,,Living Characters,2,Feb-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Einar (Earth-616),9131,,,,,Undefined Characters,,Living Characters,2,May-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma la Porte (Earth-616),9132,Public Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,2,Feb-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernesto Sapristi (Earth-616),9133,,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriella Sapristi (Earth-616),9134,,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni Sapristi (Earth-616),9135,,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hal (Warpies) (Earth-616),9136,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jan-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey Jessup (Earth-616),9137,,Bad Characters,,Grey Hair,Male Characters,,Living Characters,2,Aug-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Horst Kleinmann (Earth-148611),9138,,Bad Characters,,,Male Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Iuriale (Earth-616),9139,Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Apr-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaagur (Earth-616),9140,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Dec-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Hazzard (Earth-616),9141,Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Fury (LMD) (Earth-616),9142,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Christian (Earth-616),9143,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jan-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lewandow (Earth-616),9144,,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kali (Goddess) (Earth-616),9145,,,Black Eyes,Black Hair,Female Characters,,Living Characters,2,Dec-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen (Earth-616),9146,,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Sep-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Coriander (Earth-616),9147,Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Proudstar (Earth-616),9148,Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Sapristi (Earth-616),9149,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentac (Earth-616),9150,Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,2,Oct-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Nowlan (Earth-616),9151,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jun-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Neal Proudstar (Earth-616),9152,Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettle (Earth-616),9153,Secret Identity,Bad Characters,Black Eyes,,Female Characters,,Living Characters,2,Jan-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pietro Sapristi (Earth-616),9154,,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramora (Earth-616),9155,Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Jan-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rizzo (Earth-616),9156,,Bad Characters,,,Undefined Characters,,Living Characters,2,Mar-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa Sapristi (Earth-616),9157,,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sally (Barmaid) (Earth-616),9158,Public Identity,,Red Eyes,Black Hair,Female Characters,,Living Characters,2,Nov-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Stalmaster (Earth-616),9159,Public Identity,Bad Characters,,,Female Characters,,Living Characters,2,Mar-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaman (Earth-616),9160,,Good Characters,,Grey Hair,Male Characters,,Living Characters,2,Feb-86,1986,,,,,,,,,,,,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,
