name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,gsm,year_marvel,gsm_dc,year_dc,,,,,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Andre Rostov (Earth-616),8819,Secret Identity,,,Brown Hair,Male Characters,,Living Characters,2,Jul-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Serba (Earth-616),8820,,,,,Male Characters,,Deceased Characters,2,Sep-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belaric Marcosa (Earth-616),8821,,Bad Characters,,,Male Characters,,Deceased Characters,2,Oct-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Gordon (Bronze Age) (Earth-616),8822,No Dual Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,May-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borgia (Roclite) (Earth-616),8823,Public Identity,Bad Characters,,No Hair,Undefined Characters,,Living Characters,2,Feb-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centarius (Earth-616),8824,Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Oct-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphne von Wilkinson (Earth-616),8825,No Dual Identity,Bad Characters,,,Female Characters,,Deceased Characters,2,Jul-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryminextes (Earth-616),8826,,Bad Characters,,,Undefined Characters,,Living Characters,2,Apr-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Father Darklyte (Earth-616),8827,Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,2,Aug-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis William Maxwell (Earth-616),8828,Public Identity,Good Characters,,,Male Characters,,Living Characters,2,Jan-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frobbank (Earth-616),8829,,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gervasse (Earth-616),8830,,Good Characters,,,Male Characters,,Living Characters,2,Oct-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Whittacker (Earth-616),8831,,Good Characters,,,Male Characters,,Living Characters,2,Oct-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison J. Merriwell (Earth-616),8832,Public Identity,,,,Male Characters,,Living Characters,2,Feb-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermann von Reitberger (Earth-616),8833,Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,Jun-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janet Lyton (Earth-616),8834,,Good Characters,,,Female Characters,,Living Characters,2,Oct-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Aponte (Earth-616),8835,Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,2,Mar-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion (Possessors) (Earth-616),8836,Secret Identity,Bad Characters,,,Undefined Characters,,Living Characters,2,Dec-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCM-XLI (Earth-616),8837,,Neutral Characters,Gold Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Aug-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Rodgers (Earth-616),8838,,Bad Characters,,,Male Characters,,Living Characters,2,Jan-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oruthu (Earth-616),8839,,Bad Characters,,,Male Characters,,Living Characters,2,Jul-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Grant (Earth-616),8840,Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Feb-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaya (Earth-616),8841,Secret Identity,,,Black Hair,Female Characters,,Living Characters,2,Mar-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheeas (Earth-616),8842,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Nov-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky-Walker (Starron) (Earth-616),8843,Secret Identity,Neutral Characters,White Eyes,,Male Characters,,Living Characters,2,Dec-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Serpent (Death Touch) (Earth-616),8844,Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,2,Mar-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takkor (Earth-616),8845,Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,2,Jan-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapping Tommy (Earth-616),8846,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Dec-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taramis (Earth-616),8847,No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,2,Apr-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaug (Earth-616),8848,,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Apr-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ushas (Earth-616),8849,Secret Identity,,,Black Hair,Female Characters,,Living Characters,2,Mar-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xepdgin (Earth-616),8850,,Neutral Characters,,Blond Hair,Male Characters,,Deceased Characters,2,Aug-75,1975,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abraham Beame (Earth-616),8851,No Dual Identity,Neutral Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,Aug-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amos Crawley (Earth-616),8852,No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arno (Earth-616),8853,No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Dec-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arus (Earth-616),8854,No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Oct-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assassin (Maria) (Earth-616),8855,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2,Mar-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braggadoom (Earth-616),8856,,,Red Eyes,No Hair,Male Characters,,Living Characters,2,Jan-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broop (Earth-616),8857,,,,,Male Characters,,Living Characters,2,Sep-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmen Escudero (Earth-616),8858,,,,Red Hair,Female Characters,,Living Characters,2,Apr-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carol Harding (Earth-616),8859,No Dual Identity,Good Characters,,,Female Characters,,Living Characters,2,Jun-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conquer-Lord (Quinn) (Earth-616),8860,Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,2,Jun-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward Lansing (Earth-616),8861,No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,Mar-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geronimo (Earth-616),8862,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Jun-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlan Stillwell (Earth-616),8863,No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,2,Nov-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heathcliff Rochester (Earth-616),8864,No Dual Identity,,,Black Hair,Male Characters,,Deceased Characters,2,Nov-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack (Earth-616),8865,Public Identity,,,Grey Hair,Male Characters,,Living Characters,2,Sep-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Peahl (Earth-616),8866,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Oct-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Elmirez (Earth-616),8867,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Jackson (Earth-616),8868,No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerwin Kronus (Earth-616),8869,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Oct-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lodur (Asgardian) (Earth-616),8870,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Sep-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac-Ronn (Earth-616),8871,No Dual Identity,,,Bald,Male Characters,,Living Characters,2,Nov-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangler (Daniels) (Earth-616),8872,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxwell Glenn (Earth-616),8873,No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Jun-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menoetius (Earth-616),8874,Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,2,Jan-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merlin (Robot) (Earth-616),8875,,Good Characters,,,Undefined Characters,,Living Characters,2,Mar-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikhail Kutuzov (Earth-616),8876,No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan le Fay (Robot) (Earth-616),8877,,Bad Characters,,,Female Characters,,Living Characters,2,Mar-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Dragonsworth (Earth-616),8878,No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,2,Nov-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Karindu (Earth-616),8879,No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,2,Dec-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patsy Dragonsworth (Earth-616),8880,No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,2,Nov-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ragar (Earth-616),8881,Public Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,2,Sep-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramiro Xuc (Earth-616),8882,,,,Black Hair,Male Characters,,Living Characters,2,Apr-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Jones (Earth-616),8883,,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan (Earth-616),8884,Public Identity,,,Grey Hair,Male Characters,,Living Characters,2,Sep-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silas Warden (Earth-616),8885,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Aug-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titanis (Earth-616),8886,,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Jul-76,1976,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnak (Earth-616),8887,,,,White Hair,Male Characters,,Living Characters,2,Feb-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gareth (Spartoi) (Earth-616),8888,,,,,Male Characters,,Living Characters,2,Jun-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Kragowski (Earth-616),8889,,Good Characters,,,Male Characters,,Living Characters,2,Jul-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madam Web (Earth-616),8890,,Bad Characters,,,Female Characters,,Living Characters,2,Apr-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man-Fish (Earth-616),8891,Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,Apr-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margay Sorenson (Earth-616),8892,No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Jul-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mister One and Mister Two (Earth-616),8893,,,,,Male Characters,,Living Characters,2,Nov-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modt (Earth-616),8894,,,,,Undefined Characters,,Living Characters,2,Dec-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monk Keys (Earth-616),8895,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Mar-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicodemus (Sorcerer) (Earth-616),8896,Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Nov-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Dentifris (Earth-616),8897,,Bad Characters,,White Hair,Male Characters,,Living Characters,2,Feb-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince Philip (Earth-616),8898,No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Rider (Earth-616),8899,,,,,Undefined Characters,,Deceased Characters,2,Aug-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relstor (Earth-616),8900,Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Feb-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securitron,8901,,,,,Undefined Characters,,Living Characters,2,Feb-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shambler (Earth-616),8902,Secret Identity,Good Characters,,No Hair,Undefined Characters,,Deceased Characters,2,Dec-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul-Drinker (Earth-616),8903,Secret Identity,Bad Characters,,,Undefined Characters,,Living Characters,2,Oct-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporr (Fomalhauti) (Earth-616),8904,,Neutral Characters,,No Hair,Undefined Characters,,Living Characters,2,Feb-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Weems (Earth-616),8905,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Apr-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ewing (Earth-616),8906,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jun-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri-Animan (Earth-616),8907,,Bad Characters,,,Male Characters,,Deceased Characters,2,Jan-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visimajoris (Earth-616),8908,,Bad Characters,,,Undefined Characters,,Living Characters,2,Aug-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Werner Eisen (Earth-616),8909,,Bad Characters,,Bald,Male Characters,,Living Characters,2,Feb-77,1977,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Manna (Earth-616),8910,,,,Brown Hair,Male Characters,,Living Characters,2,Dec-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barok (Earth-616),8911,,Good Characters,,,Male Characters,,Living Characters,2,Oct-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Braden (Earth-616),8912,Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Feb-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Barlow (Earth-616),8913,,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Jan-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Gerhardt (Earth-616),8914,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jun-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemon (Earth-616),8915,No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,Oct-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hogg (Earth-616),8916,Public Identity,Good Characters,,,Male Characters,,Living Characters,2,Jul-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Wallaby (Earth-616),8917,,,,,Male Characters,,Living Characters,2,Jan-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joseph Danvers, Jr. (Earth-616)",8918,,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Jan-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipulator (Robot) (Earth-616),8919,Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,2,Dec-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matani (Earth-616),8920,No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,2,Aug-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mela (Earth-616),8921,,Good Characters,,Black Hair,Undefined Characters,,Living Characters,2,Oct-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moran (Earth-616),8922,,Bad Characters,,,Male Characters,,Living Characters,2,Jan-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Beame (Earth-616),8923,,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Dec-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Njord (Earth-616),8924,Secret Identity,,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,2,Aug-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer YJ-18 (Earth-616),8925,Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jun-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roak (Earth-616),8926,,Bad Characters,,,Male Characters,,Living Characters,2,Jan-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinister Soofi (Earth-616),8927,,Bad Characters,,,Male Characters,,Living Characters,2,Feb-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatia (Earth-616),8928,,Good Characters,,,Undefined Characters,,Living Characters,2,Oct-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinta (Earth-616),8929,,Good Characters,,,Undefined Characters,,Living Characters,2,Oct-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yada (Earth-616),8930,No Dual Identity,Good Characters,,White Hair,Female Characters,,Living Characters,2,Oct-78,1978,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeneas (Earth-616),8931,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agamemnon (Mythology) (Earth-616),8932,Public Identity,,,,Male Characters,,Deceased Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anson Harkov (Earth-616),8933,,,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argus the One-Eyed,8934,Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodhawk (Avengers) (Earth-616),8935,Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,2,Jan-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon (Human) (Earth-616),8936,,Bad Characters,,,Undefined Characters,,Living Characters,2,Oct-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassandra (Earth-616),8937,,,,Brown Hair,Female Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerberus (Shogun Warriors) (Earth-616),8938,Secret Identity,Bad Characters,,No Hair,Undefined Characters,,Living Characters,2,Aug-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalt (Human) (Earth-616),8939,Public Identity,Bad Characters,White Eyes,No Hair,Undefined Characters,,Living Characters,2,Oct-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Cross (Earth-616),8940,No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,Apr-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedes (Earth-616),8941,,,,Black Hair,Male Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hagar (Earth-616),8942,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,May-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiram Dobbs (Earth-616),8943,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2,Mar-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaketch (Earth-616),8944,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,May-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Valkon (Earth-616),8945,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jan-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Diamond (Earth-616),8946,Public Identity,,,,Male Characters,,Living Characters,2,Apr-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Farkas (Earth-616),8947,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Dec-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Janacek (Earth-616),8948,,,,,Male Characters,,Living Characters,2,Mar-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katrinka Janice Clayton (Earth-616),8949,No Dual Identity,,,,Female Characters,,Living Characters,2,Mar-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupinar (Earth-616),8950,,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Feb-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maur-Konn (Earth-616),8951,,Bad Characters,,,Male Characters,,Living Characters,2,Feb-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menelaus (Earth-616),8952,,,,Black Hair,Male Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metabo (Earth-616),8953,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Aug-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monolith (Alien) (Earth-616),8954,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Jan-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pandarus of Lycia (Earth-616),8955,Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Nov-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passing Cloud (Earth-616),8956,,Good Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,2,May-79,1979,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
